grid_id,date,latitude,longitude,x_utm,y_utm,rainfall_daily_mm,rainfall_cum_2d_mm,rainfall_cum_3d_mm,rainfall_cum_7d_mm,rainfall_delta_mm,elevation_m,slope_deg,low_lying_score,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,soil_clay_0_5cm,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_fire_station_m,dist_to_police_m,flood_occurred
CHN_G1168,2015-11-15,12.972827,80.250848,418750.0,1434250.0,14.67,17.17,152.66,414.53,12.16,9.75,1.13,0.46,0.894,0.0,0.088,50,58.0,59.0,5441.6,3662.8,1762.5,199.3,47695.9,10508.2,0,0.0,469.7,10,2556.9,1709.7,1
CHN_G1544,2015-11-15,13.013489,80.241505,417750.0,1438750.0,15.14,15.4,150.84,417.23,14.89,12.79,2.84,0.508,0.187,0.0,0.813,10,325.0,108.6,5932.8,1004.6,778.9,720.9,44005.2,4118.1,233,39009.8,213.8,5,2665.3,1550.1,1
CHN_G1496,2015-11-15,13.008886,80.213855,414750.0,1438250.0,14.69,17.07,151.14,416.57,12.32,10.62,2.23,0.776,0.606,0.0,0.386,50,84.0,16.5,5595.1,834.6,975.6,3709.2,42045.9,3242.2,0,0.0,714.0,4,3429.2,346.9,1
CHN_G0227,2015-10-01,12.873129,80.172808,410250.0,1423250.0,2.2,2.28,3.08,31.08,2.12,10.62,0.55,0.536,0.001,0.0,0.998,10,307.0,3808.7,8111.2,3154.4,338.1,7064.7,49998.5,0.0,332,34969.4,2124.3,0,8882.8,2893.0,0
CHN_G0618,2015-11-15,12.914001,80.232588,416750.0,1427750.0,14.23,18.89,151.7,413.59,9.57,9.81,0.96,0.216,0.825,0.012,0.156,50,63.0,33.2,728.0,1345.6,3504.6,921.8,50917.9,2930.2,38,3370.3,59.3,3,6971.9,1536.1,1
CHN_G0077,2015-10-01,12.855294,80.255806,419250.0,1421250.0,2.39,2.46,3.21,30.94,2.31,0.0,0.0,0.688,0.0,1.0,0.0,80,100.0,2053.6,7478.1,5633.0,2690.0,2120.6,57458.1,0.0,58,3900.8,3901.1,0,13786.8,5789.0,0
CHN_G0214,2015-10-01,12.872934,80.112905,403750.0,1423250.0,2.31,2.38,3.15,31.0,2.23,24.61,0.57,0.784,0.085,0.0,0.895,40,297.0,9773.2,6190.7,9654.1,1072.8,13408.5,45973.8,0.0,0,0.0,2866.4,0,8135.4,5804.6,0
CHN_G1197,2015-11-15,12.977168,80.190905,412250.0,1434750.0,13.6,21.64,144.81,411.93,5.57,14.96,0.11,0.552,0.975,0.0,0.025,50,327.0,13.4,3149.8,180.8,1983.6,6675.1,42736.5,26565.8,190,29638.1,280.1,18,2431.5,491.9,1
CHN_G0051,2015-10-01,12.854927,80.136006,406250.0,1421250.0,2.32,2.39,3.16,30.99,2.24,24.6,1.01,0.779,0.268,0.014,0.698,10,318.0,8117.2,9037.4,7414.2,669.8,10728.7,49056.4,0.0,0,0.0,560.2,3,9814.5,6891.5,0
CHN_G0705,2015-11-15,12.923083,80.246387,418250.0,1428750.0,14.32,18.53,152.31,413.58,10.1,3.0,1.36,0.684,0.899,0.0,0.097,50,312.0,59.9,371.8,2730.8,4772.7,337.9,51214.3,5167.0,97,13896.6,1252.3,0,6285.0,2761.7,1
CHN_G1652,2015-11-15,13.026796,80.158468,408750.0,1440250.0,13.57,21.61,146.52,413.03,5.53,15.11,1.92,0.697,0.852,0.0,0.12,50,107.0,7.2,1535.5,692.7,2093.1,9812.9,36331.6,19175.4,408,100622.0,1012.1,0,3880.1,841.3,1
CHN_G0992,2015-11-15,12.954634,80.214026,414750.0,1432250.0,14.16,19.23,149.71,413.83,9.09,2.07,0.12,0.681,0.226,0.008,0.756,40,119.0,180.1,3229.1,134.9,795.2,3755.7,46268.6,1676.9,0,0.0,796.9,1,2866.5,1451.6,1
CHN_G0130,2015-10-01,12.863892,80.112937,403750.0,1422250.0,2.34,2.41,3.17,30.98,2.26,27.1,0.81,0.755,0.184,0.0,0.814,10,302.0,10242.8,7134.6,9700.3,911.4,13281.2,46795.0,0.0,49,11857.8,2523.5,0,9099.9,6804.6,0
CHN_G0219,2015-10-01,12.87301,80.135944,406250.0,1423250.0,2.25,2.32,3.11,31.05,2.17,18.65,0.11,0.642,0.142,0.0,0.823,40,316.0,7592.2,7351.4,7154.2,527.2,10947.8,47456.8,0.0,0,0.0,1424.2,0,7815.2,5523.3,0
CHN_G0154,2015-10-01,12.864243,80.223524,415750.0,1422250.0,2.29,2.37,3.14,31.01,2.21,3.32,0.56,0.649,0.176,0.0,0.824,10,325.0,558.6,6309.6,2113.8,186.5,1504.8,54484.0,0.0,0,0.0,693.9,1,12462.1,3945.7,0
CHN_G1796,2015-11-15,13.040615,80.241422,417750.0,1441750.0,13.92,18.96,162.34,423.99,8.87,13.84,2.56,0.559,0.827,0.0,0.173,50,168.0,31.5,3271.1,479.0,1570.9,2375.2,42185.9,10646.1,144,15315.4,275.3,24,1125.8,971.2,1
CHN_G0030,2015-10-01,12.850707,80.232781,416750.0,1420750.0,2.35,2.43,3.18,30.97,2.28,1.85,1.03,0.805,0.048,0.254,0.567,10,139.0,1320.0,7679.6,3857.8,236.7,232.3,56256.9,0.0,10,970.5,2416.9,0,13962.3,5447.9,0
CHN_G0185,2015-10-01,12.868608,80.172823,410250.0,1422750.0,2.22,2.3,3.09,31.06,2.14,13.46,2.16,0.375,0.108,0.0,0.892,10,301.0,3873.0,8483.0,3185.5,117.4,6933.4,50375.6,0.0,31,4222.8,2614.4,0,9325.5,3364.3,0
CHN_G0181,2015-10-01,12.86855,80.154391,408250.0,1422750.0,2.23,2.31,3.1,31.05,2.15,16.3,5.25,0.476,0.116,0.084,0.764,40,306.0,5848.4,9039.0,5173.3,259.2,8889.3,49090.2,0.0,72,6422.9,1890.3,0,8605.4,4413.8,0
CHN_G0088,2015-10-01,12.859371,80.112952,403750.0,1421750.0,2.35,2.43,3.18,30.97,2.27,25.18,0.08,0.962,0.0,0.0,1.0,40,307.0,10447.5,7611.9,9761.8,681.8,13245.4,47208.2,0.0,108,22111.5,2488.8,0,9584.9,7304.6,0
CHN_G1844,2015-11-15,13.045215,80.269076,420750.0,1442250.0,15.13,16.06,158.41,395.72,14.2,11.41,1.58,0.522,0.9,0.0,0.1,50,57.0,73.9,5068.5,2377.7,2134.0,463.6,44381.8,8428.2,0,0.0,240.5,28,970.4,932.7,1
CHN_G1786,2015-11-15,13.040475,80.195311,412750.0,1441750.0,13.96,19.47,154.74,418.86,8.44,17.58,1.54,0.461,0.885,0.0,0.114,50,291.0,37.9,2154.6,1000.5,1293.8,6277.7,38238.6,14857.7,0,0.0,114.6,24,3873.3,1046.6,1
CHN_G1791,2015-11-15,13.040546,80.218366,415250.0,1441750.0,14.03,18.79,159.11,422.78,9.26,15.08,0.82,0.552,0.93,0.0,0.069,50,83.0,32.1,2324.8,1389.2,1854.5,4081.4,40182.9,19357.5,0,0.0,292.1,20,1454.3,407.6,1
CHN_G0046,2015-10-01,12.85485,80.112968,403750.0,1421250.0,2.36,2.44,3.19,30.96,2.29,33.51,1.77,0.616,0.012,0.0,0.982,40,319.0,10542.5,8092.0,9848.4,506.6,13228.3,47623.1,0.0,0,0.0,2553.4,0,10071.4,7804.6,0
CHN_G0208,2015-10-01,12.868921,80.278806,421750.0,1422750.0,2.42,2.5,3.23,30.91,2.35,0.0,0.0,0.582,0.0,1.0,0.0,80,42.0,3840.5,7133.6,7498.5,5485.0,4078.7,57982.7,0.0,0,0.0,5763.8,0,13164.3,6519.5,0
CHN_G0002,2015-10-01,12.850298,80.103769,402750.0,1420750.0,2.4,2.47,3.22,30.93,2.33,35.24,1.89,0.597,0.0,0.0,0.998,10,297.0,11629.3,8374.5,10931.4,632.4,14229.9,47496.1,0.0,0,0.0,3649.8,0,10818.4,8366.9,0
CHN_G0239,2015-10-01,12.873298,80.228104,416250.0,1423250.0,2.27,2.34,3.13,31.03,2.19,10.05,3.94,0.227,0.687,0.004,0.297,50,83.0,448.5,5236.1,2061.9,619.9,1293.6,54008.9,0.0,20,1174.7,598.5,1,11452.8,2920.5,0
CHN_G0237,2015-10-01,12.873271,80.218888,415250.0,1423250.0,2.25,2.32,3.11,31.05,2.17,10.86,6.18,0.2,0.706,0.0,0.244,50,273.0,493.6,5471.4,1170.7,512.1,2216.9,53387.7,0.0,88,6088.7,574.2,1,11494.9,3070.6,0
CHN_G0054,2015-10-01,12.854972,80.149829,407750.0,1421250.0,2.3,2.37,3.15,31.01,2.22,20.94,0.58,0.529,0.062,0.0,0.921,40,307.0,6686.2,9851.4,5979.8,838.4,9229.0,49956.6,0.0,0,0.0,1160.1,0,9962.9,5883.9,0
CHN_G0101,2015-10-01,12.859567,80.172852,410250.0,1421750.0,2.26,2.34,3.12,31.04,2.18,11.56,1.88,0.489,0.265,0.0,0.735,40,301.0,4169.2,9262.7,3470.1,913.4,6763.2,51136.0,0.0,0,0.0,3439.5,0,10226.9,4326.4,0
CHN_G0020,2015-10-01,12.850568,80.186705,411750.0,1420750.0,2.3,2.38,3.15,31.01,2.22,10.4,1.71,0.592,0.146,0.005,0.812,40,308.0,3429.3,9281.4,2953.5,1310.4,5231.4,52869.8,0.0,9,623.5,3964.3,0,11796.1,5219.5,0
CHN_G1760,2015-11-15,13.036173,80.269102,420750.0,1441250.0,15.1,16.11,158.14,397.04,14.09,9.86,4.65,0.567,0.877,0.002,0.112,50,213.0,19.8,5623.0,2526.0,1296.4,43.8,44933.4,5153.3,610,102545.4,198.9,20,1197.1,114.6,1
CHN_G1665,2015-11-15,13.026983,80.218409,415250.0,1440250.0,14.55,17.33,154.02,418.45,11.78,13.45,0.93,0.544,0.957,0.0,0.043,50,83.0,49.9,3768.8,575.4,861.1,3409.7,41119.6,7375.5,0,0.0,320.3,20,1607.2,274.3,1
CHN_G1034,2015-11-15,12.959155,80.214012,414750.0,1432750.0,14.18,19.18,149.62,413.91,9.18,3.66,1.43,0.609,0.274,0.042,0.582,50,116.0,2.8,3700.6,357.5,1074.6,3839.1,45901.6,3882.2,428,55259.1,1044.5,0,2452.4,1090.9,1
CHN_G1798,2015-11-15,13.040641,80.250644,418750.0,1441750.0,14.12,18.48,161.83,419.05,9.76,12.44,0.76,0.604,0.774,0.0,0.226,50,37.0,8.1,3823.4,466.1,1780.4,1612.5,43001.7,8980.3,17,1426.4,137.2,28,770.6,74.7,1
CHN_G0152,2015-10-01,12.864215,80.214308,414750.0,1422250.0,2.27,2.35,3.13,31.03,2.19,3.34,0.21,0.675,0.235,0.0,0.765,30,328.0,934.6,6580.1,1436.7,17.3,2481.3,53786.2,0.0,0,0.0,1205.5,0,12402.9,4179.5,0
CHN_G1745,2015-11-15,13.035969,80.199937,413250.0,1441250.0,14.04,19.17,154.5,418.68,8.92,17.86,1.5,0.396,0.909,0.0,0.084,50,44.0,57.0,2758.9,389.5,779.6,5626.5,38943.1,9589.6,319,28441.6,198.4,19,3328.8,572.7,1
CHN_G0060,2015-10-01,12.85506,80.177475,410750.0,1421250.0,2.28,2.36,3.13,31.02,2.2,8.19,0.85,0.69,0.138,0.007,0.852,40,313.0,3924.7,9389.1,3291.6,979.0,6230.0,51840.5,0.0,0,0.0,3678.0,0,10891.7,4730.3,0
CHN_G0010,2015-10-01,12.850421,80.140629,406750.0,1420750.0,2.32,2.4,3.17,30.99,2.25,29.3,2.83,0.388,0.696,0.0,0.301,50,150.0,7795.3,9718.9,7089.7,749.6,10230.6,49755.2,0.0,0,0.0,44.6,2,10337.5,6903.0,0
CHN_G1334,2015-11-15,12.990884,80.241573,417750.0,1436250.0,14.93,16.19,151.65,416.2,13.67,9.58,2.0,0.665,0.349,0.008,0.637,10,258.0,134.9,7246.2,2672.7,1470.5,1017.0,45616.6,852.4,0,0.0,1150.4,0,2166.5,1602.6,1
CHN_G1120,2015-11-15,12.968225,80.223203,415750.0,1433750.0,14.4,18.27,150.64,414.61,10.52,2.99,0.76,0.725,0.478,0.081,0.396,50,20.0,50.9,4519.3,628.9,575.0,3048.5,45873.9,7286.2,0,0.0,763.5,6,1068.4,1428.2,1
CHN_G0140,2015-10-01,12.864044,80.159014,408750.0,1422250.0,2.25,2.33,3.11,31.04,2.17,12.91,0.98,0.653,0.08,0.0,0.92,40,303.0,5444.9,9746.1,4749.4,938.0,8314.0,49793.6,0.0,20,6488.5,2484.6,0,9224.6,4487.8,0
CHN_G0244,2015-11-15,12.873365,80.251144,418750.0,1423250.0,14.24,18.81,152.72,413.41,9.66,0.76,3.63,0.689,0.358,0.472,0.09,80,42.0,950.2,5418.2,4465.8,2912.2,1054.5,55610.4,0.0,0,0.0,3029.7,0,11726.0,3877.1,1
CHN_G0192,2015-10-01,12.868708,80.205078,413750.0,1422750.0,2.24,2.32,3.11,31.05,2.16,3.98,0.41,0.628,0.214,0.0,0.778,30,321.0,601.0,6534.9,565.2,287.4,3562.7,52732.2,0.0,20,4287.5,1995.2,0,11349.6,4035.2,0
CHN_G0233,2015-10-01,12.873215,80.200456,413250.0,1423250.0,2.22,2.3,3.09,31.07,2.14,3.58,0.51,0.729,0.104,0.0,0.862,40,329.0,837.1,6370.0,157.1,71.4,4155.6,52025.3,0.0,74,5560.4,1913.2,0,10643.0,3335.4,0
CHN_G1083,2015-11-15,12.963772,80.246265,418250.0,1433250.0,14.56,17.59,152.37,414.37,11.54,7.56,2.91,0.561,0.963,0.0,0.031,50,109.0,18.7,4371.2,3169.0,1210.5,499.1,48010.3,10875.7,615,79472.4,36.4,5,2485.3,1856.6,1
CHN_G0170,2015-10-01,12.868381,80.103705,402750.0,1422750.0,2.35,2.42,3.18,30.97,2.27,39.37,3.28,0.239,0.12,0.0,0.88,10,285.0,10891.1,6401.3,10663.4,1017.5,14328.1,45820.3,0.0,127,12807.1,3608.0,0,8932.5,6386.4,0
CHN_G1241,2015-11-15,12.981718,80.200111,413250.0,1435250.0,13.87,20.5,146.76,413.04,7.24,11.06,2.59,0.592,0.963,0.0,0.035,50,277.0,7.2,3887.2,224.1,1905.5,5624.9,43054.5,19906.7,533,82876.9,212.2,7,3033.3,872.7,1
CHN_G1779,2015-11-15,13.040373,80.163034,409250.0,1441750.0,13.72,20.79,149.82,415.05,6.66,17.24,1.73,0.575,0.604,0.0,0.385,50,46.0,203.1,3041.3,1643.7,2495.5,9591.6,35631.0,4641.6,0,0.0,273.6,6,5304.2,741.1,1
CHN_G0948,2015-11-15,12.950085,80.204821,413750.0,1431750.0,14.02,19.8,148.85,413.42,8.24,2.42,0.23,0.768,0.798,0.008,0.178,50,183.0,56.5,3294.0,126.8,164.0,4665.3,45944.0,4991.4,0,0.0,479.8,1,3858.3,1672.8,1
CHN_G0014,2015-10-01,12.850481,80.159059,408750.0,1420750.0,2.3,2.38,3.15,31.0,2.23,13.06,0.31,0.786,0.0,0.813,0.173,80,300.0,5936.8,10860.9,5258.1,650.3,8230.9,50965.0,0.0,0,0.0,2031.0,0,10666.7,5786.9,0
CHN_G0178,2015-10-01,12.868505,80.140568,406750.0,1422750.0,2.25,2.33,3.12,31.04,2.18,16.72,0.48,0.756,0.057,0.0,0.943,40,305.0,7338.7,8051.5,6669.0,755.5,10367.2,48158.2,0.0,38,6388.9,1056.7,0,8343.7,5554.7,0
CHN_G0117,2015-10-01,12.859789,80.246577,418250.0,1421750.0,2.35,2.43,3.19,30.97,2.28,4.09,1.42,0.505,0.413,0.0,0.586,50,249.0,1109.5,6768.0,4515.8,1866.1,1044.5,56434.8,0.0,20,2957.3,2783.2,0,13108.8,4872.5,0
CHN_G1278,2015-11-15,12.986167,80.177046,410750.0,1435750.0,13.26,23.14,141.66,410.35,3.38,18.23,0.32,0.612,0.394,0.0,0.605,10,191.0,49.8,1358.6,1942.7,1717.9,7929.2,40976.2,6596.6,0,0.0,970.6,2,635.6,1709.6,1
CHN_G0090,2015-10-01,12.859402,80.122168,404750.0,1421750.0,2.33,2.4,3.17,30.99,2.25,31.83,0.96,0.431,0.63,0.0,0.359,50,63.0,9463.0,7946.0,8774.1,843.9,12246.9,47776.0,0.0,0,0.0,1489.6,0,9398.3,7169.4,0
CHN_G0224,2015-10-01,12.873085,80.158984,408750.0,1423250.0,2.21,2.29,3.09,31.07,2.13,10.91,0.57,0.722,0.016,0.0,0.984,10,308.0,5306.5,9064.9,4654.3,10.0,8510.1,49022.6,0.0,0,0.0,1555.3,0,8274.6,3707.0,0
CHN_G1118,2015-11-15,12.968197,80.213983,414750.0,1433750.0,14.22,19.0,149.54,414.15,9.44,2.78,2.09,0.762,0.916,0.0,0.073,50,20.0,243.1,4661.3,212.4,368.0,4030.1,45175.3,535.5,0,0.0,691.8,5,1763.1,925.1,1
CHN_G0096,2015-10-01,12.859493,80.149814,407750.0,1421750.0,2.28,2.36,3.13,31.02,2.2,17.55,0.63,0.619,0.272,0.13,0.55,50,305.0,6537.8,9454.8,5836.2,735.0,9253.4,49561.3,0.0,0,0.0,1408.4,0,9470.9,5492.9,0
CHN_G0015,2015-10-01,12.850496,80.163667,409250.0,1420750.0,2.3,2.38,3.15,31.01,2.22,13.74,1.9,0.597,0.0,0.149,0.803,40,311.0,5484.7,10664.3,4821.1,291.4,7731.0,51275.2,0.0,0,0.0,2530.9,0,10805.4,5585.5,0
CHN_G1868,2015-11-15,13.049488,80.186059,411750.0,1442750.0,13.86,19.81,154.99,418.94,7.91,17.25,0.73,0.509,0.963,0.0,0.037,50,278.0,22.0,940.1,2259.1,2379.9,7605.0,36829.7,18712.0,35,8240.1,218.8,30,5083.9,362.7,1
CHN_G0702,2015-11-15,12.923042,80.232561,416750.0,1428750.0,14.25,18.82,151.6,413.65,9.67,0.52,1.4,0.759,0.376,0.109,0.384,50,156.0,267.8,36.2,1265.4,3663.8,1118.9,50184.4,307.7,477,69120.7,987.1,1,5975.1,2502.8,1
CHN_G0066,2015-10-01,12.855145,80.205121,413750.0,1421250.0,2.29,2.37,3.14,31.01,2.22,0.92,0.2,0.94,0.029,0.546,0.424,80,318.0,1962.8,7880.7,1977.5,1096.3,3233.0,53825.8,0.0,0,0.0,2610.0,0,12490.0,5303.9,0
CHN_G1253,2015-11-15,12.981882,80.255431,419250.0,1435250.0,14.76,16.82,152.93,414.52,12.7,13.11,1.36,0.28,0.632,0.0,0.364,50,79.0,79.9,6526.5,4392.1,2594.6,210.8,47403.9,10314.5,145,45849.6,151.4,26,3065.7,619.3,1
CHN_G0138,2015-10-01,12.864014,80.149799,407750.0,1422250.0,2.26,2.34,3.12,31.04,2.18,19.65,0.48,0.415,0.511,0.0,0.473,50,312.0,6422.5,9068.4,5732.7,676.9,9304.6,49167.8,0.0,41,4566.1,1570.7,0,8979.7,5120.8,0
CHN_G0024,2015-10-01,12.850624,80.205135,413750.0,1420750.0,2.31,2.39,3.16,31.0,2.23,4.46,0.08,0.774,0.086,0.822,0.09,80,238.0,2449.2,8341.0,2471.3,1465.8,3231.8,54194.7,0.0,18,2580.5,2959.1,0,12886.5,5751.5,0
CHN_G1678,2015-11-15,13.027157,80.278351,421750.0,1440250.0,15.11,16.1,157.69,397.59,14.11,5.87,2.43,0.494,0.566,0.232,0.069,50,213.0,254.8,7027.9,3782.3,635.9,1452.9,46322.5,1383.4,0,0.0,229.9,3,1746.8,479.3,1
CHN_G0079,2015-10-01,12.85532,80.265021,420250.0,1421250.0,2.41,2.49,3.23,30.92,2.34,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,2810.3,7813.2,6528.9,3684.3,3102.4,58104.6,0.0,259,19512.7,4821.5,0,14039.5,6372.8,0
CHN_G0243,2015-10-01,12.873352,80.246536,418250.0,1423250.0,2.32,2.39,3.16,30.99,2.24,8.86,5.47,0.233,0.529,0.0,0.47,50,319.0,559.2,5295.5,3976.4,2421.2,554.6,55284.7,0.0,0,0.0,2532.8,0,11628.9,3568.1,0
CHN_G1542,2015-11-15,13.013462,80.232283,416750.0,1438750.0,15.17,15.29,150.56,417.36,15.05,11.19,2.3,0.683,0.56,0.068,0.341,50,74.0,127.3,5567.2,963.9,231.4,1718.4,43231.5,1765.1,655,50776.9,235.4,4,2402.8,556.4,1
CHN_G0057,2015-10-01,12.855016,80.163652,409250.0,1421250.0,2.28,2.36,3.14,31.02,2.21,13.79,0.38,0.553,0.038,0.031,0.904,40,292.0,5281.7,10274.2,4587.6,684.6,7729.4,50885.2,0.0,0,0.0,2586.1,0,10329.3,5123.3,0
CHN_G0231,2015-10-01,12.873187,80.19124,412250.0,1423250.0,2.21,2.29,3.08,31.08,2.13,5.88,0.93,0.675,0.094,0.0,0.878,30,326.0,1817.4,6891.3,1155.2,45.0,5130.7,51339.1,0.0,205,11028.4,1475.7,0,9990.9,2864.7,0
CHN_G0070,2015-10-01,12.855201,80.223552,415750.0,1421250.0,2.32,2.4,3.16,30.99,2.24,5.52,3.58,0.537,0.098,0.045,0.857,10,329.0,907.5,7291.2,2824.0,70.8,1243.1,55200.3,0.0,0,0.0,1693.8,0,13461.4,4940.6,0
CHN_G1871,2015-11-15,13.049531,80.199893,413250.0,1442750.0,13.87,19.49,157.91,421.59,8.25,16.93,4.27,0.501,0.893,0.0,0.102,50,37.0,20.5,1276.6,1152.3,2278.3,6298.3,37992.3,9952.3,324,68480.6,194.6,45,3689.6,83.2,1
CHN_G1127,2015-11-15,12.968319,80.255471,419250.0,1433750.0,14.63,17.33,152.96,414.1,11.93,9.15,2.89,0.435,0.921,0.0,0.074,50,109.0,28.9,5082.5,4128.9,2153.0,387.0,48402.2,14510.4,59,12634.3,169.4,13,3163.4,1901.4,1
CHN_G0114,2015-10-01,12.859749,80.232753,416750.0,1421750.0,2.32,2.4,3.16,30.99,2.25,1.77,0.54,0.777,0.171,0.24,0.434,30,118.0,468.0,6680.9,3221.1,799.1,422.8,55493.7,0.0,0,0.0,1566.4,0,12963.0,4454.2,0
CHN_G1084,2015-11-15,12.963785,80.250875,418750.0,1433250.0,14.58,17.52,152.66,414.2,11.63,3.29,0.64,0.82,0.866,0.006,0.119,50,109.0,18.2,4464.9,3663.5,1692.6,8.3,48374.0,15634.4,591,73344.9,468.1,9,2905.7,2050.7,1
CHN_G0207,2015-10-01,12.868909,80.274198,421250.0,1422750.0,2.41,2.48,3.22,30.92,2.34,0.0,0.0,0.582,0.0,1.0,0.0,80,42.0,3340.6,6875.1,7012.9,5016.5,3581.3,57644.5,0.0,0,0.0,5499.9,0,12962.8,6099.5,0
CHN_G1707,2015-11-15,13.031504,80.218395,415250.0,1440750.0,14.39,17.8,155.51,419.52,10.98,11.77,3.83,0.685,0.89,0.0,0.108,50,83.0,1.7,3283.7,621.8,1095.6,3586.8,40803.6,13964.1,447,81440.3,264.6,23,1388.2,414.0,1
CHN_G0196,2015-10-01,12.868764,80.22351,415750.0,1422750.0,2.27,2.35,3.13,31.03,2.19,3.03,0.96,0.654,0.354,0.0,0.624,50,76.0,875.6,5821.1,1850.1,46.5,1607.2,54089.5,0.0,47,11845.1,194.3,1,11962.5,3449.5,0
CHN_G1744,2015-11-15,13.035954,80.195326,412750.0,1441250.0,13.99,19.46,153.61,417.98,8.51,15.97,3.09,0.528,0.794,0.0,0.201,50,291.0,135.1,2635.5,555.7,803.5,6096.7,38562.6,6432.2,126,15437.5,295.8,21,3828.7,876.3,1
CHN_G0247,2015-10-01,12.873404,80.264969,420250.0,1423250.0,2.37,2.45,3.2,30.95,2.3,0.0,0.0,0.587,0.0,1.0,0.0,80,42.0,2381.8,5981.8,5925.2,4348.8,2554.4,56602.5,0.0,38,5848.8,4524.6,0,12136.6,4993.3,0
CHN_G1742,2015-11-15,13.035926,80.186104,411750.0,1441250.0,13.87,20.06,151.79,416.61,7.69,16.49,1.76,0.534,0.972,0.0,0.026,50,64.0,48.6,2437.9,1257.8,1234.4,7049.5,37809.8,12933.3,28,8194.9,70.1,24,4828.4,896.1,1
CHN_G1698,2015-11-15,13.031376,80.176897,410750.0,1440750.0,13.73,20.81,149.01,414.69,6.65,16.21,0.96,0.576,0.92,0.0,0.077,50,230.0,10.5,3077.0,761.6,1615.4,7904.5,37408.1,16073.3,84,18375.3,359.3,12,4458.0,233.0,1
CHN_G1161,2015-11-15,12.972732,80.218579,415250.0,1434250.0,14.36,18.43,150.17,414.62,10.29,8.0,2.08,0.485,0.985,0.0,0.01,50,20.0,41.0,5058.9,488.5,86.9,3634.8,45166.8,11671.4,0,0.0,243.3,10,1082.7,943.1,1
CHN_G1076,2015-11-15,12.963676,80.213997,414750.0,1433250.0,14.2,19.1,149.57,414.02,9.29,4.24,0.95,0.62,0.908,0.0,0.083,50,116.0,123.1,4178.6,203.0,628.6,3934.6,45537.2,3785.3,645,77415.0,806.0,1,2076.4,879.2,1
CHN_G0095,2015-10-01,12.859478,80.145206,407250.0,1421750.0,2.28,2.36,3.14,31.02,2.21,22.56,2.49,0.433,0.39,0.002,0.597,50,308.0,7021.0,9152.4,6321.8,236.0,9752.0,49255.5,0.0,0,0.0,1015.2,0,9392.5,5827.7,0
CHN_G1843,2015-11-15,13.045202,80.264464,420250.0,1442250.0,14.83,16.8,159.59,402.38,12.85,11.21,0.28,0.608,0.798,0.0,0.202,50,57.0,75.4,4639.3,1877.8,1909.4,796.5,43963.0,7127.3,0,0.0,142.3,28,1458.8,757.1,1
CHN_G0003,2015-10-01,12.850314,80.108377,403250.0,1420750.0,2.39,2.46,3.21,30.94,2.31,29.09,0.66,0.946,0.001,0.001,0.991,10,41.0,11144.0,8460.3,10444.7,135.9,13730.0,47766.0,0.0,0,0.0,3175.4,0,10677.8,8320.8,0
CHN_G0780,2015-11-15,12.932002,80.204878,413750.0,1429750.0,14.05,19.66,149.65,413.44,8.44,9.84,3.46,0.483,0.874,0.001,0.121,50,152.0,134.7,2127.3,1872.0,1835.2,4257.4,47425.3,4326.1,0,0.0,167.3,17,5540.6,1934.9,1
CHN_G0064,2015-10-01,12.855117,80.195906,412750.0,1421250.0,2.29,2.36,3.14,31.02,2.21,6.85,0.53,0.684,0.178,0.227,0.526,30,327.0,2397.0,8331.8,2053.9,995.6,4231.6,53153.5,0.0,57,3015.1,3432.8,0,11897.2,4920.6,0
CHN_G0210,2015-10-01,12.868947,80.288022,422750.0,1422750.0,2.45,2.52,3.25,30.89,2.38,0.0,0.0,0.582,0.0,1.0,0.0,80,42.0,4840.4,7722.2,8474.5,6436.1,5074.9,58666.0,0.0,0,0.0,6377.0,0,13613.7,7389.5,0
CHN_G1662,2015-11-15,13.026941,80.204576,413750.0,1440250.0,14.23,18.61,153.04,417.57,9.86,13.38,3.82,0.603,0.748,0.106,0.143,50,44.0,287.2,3716.6,628.1,78.1,4864.6,39972.9,367.0,82,12534.4,490.0,8,2969.1,554.5,1
CHN_G0027,2015-10-01,12.850666,80.218958,415250.0,1420750.0,2.33,2.41,3.17,30.98,2.25,5.57,0.56,0.594,0.335,0.0,0.658,10,320.0,1606.8,7882.3,3004.5,621.0,1732.0,55215.1,0.0,55,5783.9,2246.9,0,13838.2,5502.6,0
CHN_G0194,2015-10-01,12.868736,80.214294,414750.0,1422750.0,2.26,2.33,3.12,31.04,2.18,4.93,2.25,0.554,0.367,0.0,0.622,50,325.0,486.4,6112.1,1029.8,407.6,2581.6,53428.6,0.0,136,6891.8,1004.7,0,12044.5,3714.6,0
CHN_G1746,2015-11-15,13.035983,80.204548,413750.0,1441250.0,14.1,18.89,155.33,419.36,9.3,13.26,3.0,0.663,0.554,0.0,0.445,50,44.0,11.2,2732.5,63.2,882.5,5161.8,39326.4,6908.9,551,53520.3,303.7,16,2829.1,619.0,1
